,SMILES,PKM2_inhibition,ERK2_inhibition
259,Cc1sc2nc(C3CC3)nc(SCC(=O)NCc3ccco3)c2c1C,0,0
260,CCOc1ccc2cc(C#N)c(SCC(=O)N[C@H](C)CC)nc2c1,0,0
261,COC(=O)Cc1n[nH]c2c1[C@@]1(C(=O)N(Cc3ccc(Cl)cc3)c3ccccc31)C(C#N)=C([NH3+])O2,0,1
262,O=C(Oc1cccc2c(O)cccc12)c1ccccc1,0,0
263,Nn1cnnc1SCC(=O)Nc1ccc2c(c1)OCCO2,0,1
264,O=C([O-])Cc1ccc(-c2ccccc2)cc1,0,0
265,O=C(NCCC[NH+]1CCOCC1)c1cc(-c2ccc3c(c2)OCO3)nc2ccccc12,0,0
266,CCOc1ccc(C(=O)Nc2nncs2)cc1OCC,0,0
267,O=C([C@H]1CCCO1)N1CC[NH+](C(c2ccccc2)c2ccccc2)CC1,0,0
268,COc1ccc(S(=O)(=O)N2CCC[C@H](C(=O)Nc3ccc(OC)c(OC)c3)C2)cc1,0,1
269,O=C(c1ccc(Cl)cc1)C12C[N@]3C[N@@](C[NH+](C3)C1)C2,0,1
270,CC(=O)CC(=O)Nc1ccccc1NC(C)=O,1,0
271,CC(C)CN(CC(C)C)c1nc(N)c(C#N)c(CC#N)c1C#N,0,0
272,COc1cccc(N2CC[NH+]([C@@H]3CC(=O)N(c4ccc(C)c(Cl)c4)C3=O)CC2)c1,0,0
273,O=S(=O)(c1ccccc1)N(Cc1nc(-c2ccccc2)no1)C1CCCCC1,0,0
274,Fc1ccc([C@H](c2nnnn2Cc2cccs2)[NH+]2CCN(C3CCCC3)CC2)cc1,0,0
275,CCOC(=O)Cc1csc(NC(=O)c2c(-c3c(F)cccc3Cl)noc2C)n1,0,1
276,CC(C)CN(C#N)c1nc(N2CCOCC2)nc(N2CCOCC2)n1,0,1
277,O=C(CSc1nc2c(c(=O)n1-c1ccc(Cl)cc1)SCC2)Nc1nccs1,0,0
278,Cc1cnc(C)c(N2CCC(C(=O)NCc3ccco3)CC2)n1,0,0
279,Cc1ccnc2nc(C(=O)N3CCN(S(=O)(=O)c4ccccc4)CC3)nn12,0,1
280,COCCNS(=O)(=O)c1ccc([C@@H]2CNC(=O)C2)cc1,1,0
281,c1cc(CNc2ccc3c(c2)OCO3)ccn1,0,0
